municipio,data,dose,n
AGUAS DE LINDOIA,2021-02-25,2a Dose,1
AGUAS DE LINDOIA,2021-03-01,1a Dose,2
AGUAS DE LINDOIA,2021-03-01,2a Dose,16
AGUAS DE LINDOIA,2021-03-02,1a Dose,116
AGUAS DE LINDOIA,2021-03-02,2a Dose,15
AGUAS DE LINDOIA,2021-03-03,1a Dose,91
AGUAS DE LINDOIA,2021-03-03,2a Dose,36
AGUAS DE LINDOIA,2021-03-04,1a Dose,16
AGUAS DE LINDOIA,2021-03-04,2a Dose,40
AGUAS DE LINDOIA,2021-03-05,1a Dose,1
AGUAS DE LINDOIA,2021-03-05,2a Dose,94
AGUAS DE LINDOIA,2021-03-06,2a Dose,5
AGUAS DE LINDOIA,2021-03-08,1a Dose,12
AGUAS DE LINDOIA,2021-03-08,2a Dose,30
AGUAS DE LINDOIA,2021-03-09,1a Dose,107
AGUAS DE LINDOIA,2021-03-09,2a Dose,2
AGUAS DE LINDOIA,2021-03-10,1a Dose,46
AGUAS DE LINDOIA,2021-03-10,2a Dose,22
AGUAS DE LINDOIA,2021-03-11,1a Dose,98
AGUAS DE LINDOIA,2021-03-11,2a Dose,26
AGUAS DE LINDOIA,2021-03-13,1a Dose,42
AGUAS DE LINDOIA,2021-03-13,2a Dose,7
AGUAS DE LINDOIA,2021-03-16,1a Dose,98
AGUAS DE LINDOIA,2021-03-17,1a Dose,78
AGUAS DE LINDOIA,2021-03-17,2a Dose,5
AGUAS DE LINDOIA,2021-03-18,1a Dose,31
AGUAS DE LINDOIA,2021-03-18,2a Dose,2
AGUAS DE LINDOIA,2021-03-19,1a Dose,24
AGUAS DE LINDOIA,2021-03-19,2a Dose,1
AGUAS DE LINDOIA,2021-03-23,1a Dose,192
AGUAS DE LINDOIA,2021-03-23,2a Dose,2
AGUAS DE LINDOIA,2021-03-24,1a Dose,100
AGUAS DE LINDOIA,2021-03-25,1a Dose,119
AGUAS DE LINDOIA,2021-03-27,1a Dose,376
AGUAS DE LINDOIA,2021-03-27,2a Dose,1
AGUAS DE LINDOIA,2021-03-29,1a Dose,1
AGUAS DE LINDOIA,2021-03-29,2a Dose,19
AGUAS DE LINDOIA,2021-03-30,1a Dose,66
AGUAS DE LINDOIA,2021-03-30,2a Dose,11
AGUAS DE LINDOIA,2021-03-31,1a Dose,14
AGUAS DE LINDOIA,2021-03-31,2a Dose,168
AGUAS DE LINDOIA,2021-04-05,1a Dose,28
AGUAS DE LINDOIA,2021-04-05,2a Dose,7
AGUAS DE LINDOIA,2021-04-06,1a Dose,86
AGUAS DE LINDOIA,2021-04-06,2a Dose,6
AGUAS DE LINDOIA,2021-04-07,1a Dose,11
AGUAS DE LINDOIA,2021-04-07,2a Dose,187
AGUAS DE LINDOIA,2021-04-08,1a Dose,43
AGUAS DE LINDOIA,2021-04-08,2a Dose,38
AGUAS DE LINDOIA,2021-04-10,2a Dose,1
AGUAS DE LINDOIA,2021-04-12,1a Dose,106
AGUAS DE LINDOIA,2021-04-12,2a Dose,10
AGUAS DE LINDOIA,2021-04-13,1a Dose,18
AGUAS DE LINDOIA,2021-04-13,2a Dose,82
AGUAS DE LINDOIA,2021-04-14,1a Dose,12
AGUAS DE LINDOIA,2021-04-14,2a Dose,192
AGUAS DE LINDOIA,2021-04-15,1a Dose,26
AGUAS DE LINDOIA,2021-04-15,2a Dose,99
AGUAS DE LINDOIA,2021-04-16,1a Dose,127
AGUAS DE LINDOIA,2021-04-17,2a Dose,360
AGUAS DE LINDOIA,2021-04-20,1a Dose,20
AGUAS DE LINDOIA,2021-04-20,2a Dose,88
AGUAS DE LINDOIA,2021-04-21,1a Dose,234
AGUAS DE LINDOIA,2021-04-23,1a Dose,2
AGUAS DE LINDOIA,2021-04-23,2a Dose,17
AGUAS DE LINDOIA,2021-04-24,1a Dose,78
AGUAS DE LINDOIA,2021-04-24,2a Dose,1
AGUAS DE LINDOIA,2021-04-26,1a Dose,1
AGUAS DE LINDOIA,2021-04-27,1a Dose,13
AGUAS DE LINDOIA,2021-04-27,2a Dose,1
AGUAS DE LINDOIA,2021-04-28,2a Dose,97
AGUAS DE LINDOIA,2021-04-29,2a Dose,30
AGUAS DE LINDOIA,2021-04-30,2a Dose,37
AGUAS DE LINDOIA,2021-05-01,1a Dose,43
AGUAS DE LINDOIA,2021-05-03,1a Dose,6
AGUAS DE LINDOIA,2021-05-03,2a Dose,77
AGUAS DE LINDOIA,2021-05-04,1a Dose,1
AGUAS DE LINDOIA,2021-05-04,2a Dose,8
AGUAS DE LINDOIA,2021-05-05,1a Dose,57
AGUAS DE LINDOIA,2021-05-06,1a Dose,116
AGUAS DE LINDOIA,2021-05-07,1a Dose,326
AGUAS DE LINDOIA,2021-05-08,1a Dose,265
AGUAS DE LINDOIA,2021-05-10,1a Dose,8
AGUAS DE LINDOIA,2021-05-10,2a Dose,360
AGUAS DE LINDOIA,2021-05-11,1a Dose,11
AGUAS DE LINDOIA,2021-05-11,2a Dose,29
AGUAS DE LINDOIA,2021-05-12,1a Dose,77
AGUAS DE LINDOIA,2021-05-13,1a Dose,46
AGUAS DE LINDOIA,2021-05-13,2a Dose,2
AGUAS DE LINDOIA,2021-05-14,1a Dose,13
AGUAS DE LINDOIA,2021-05-17,1a Dose,34
AGUAS DE LINDOIA,2021-05-18,1a Dose,64
AGUAS DE LINDOIA,2021-05-19,1a Dose,61
AGUAS DE LINDOIA,2021-05-21,2a Dose,92
AGUAS DE LINDOIA,2021-05-22,1a Dose,119
AGUAS DE LINDOIA,2021-05-24,1a Dose,10
AGUAS DE LINDOIA,2021-05-24,2a Dose,56
AGUAS DE LINDOIA,2021-05-25,1a Dose,41
AGUAS DE LINDOIA,2021-05-25,2a Dose,1
AGUAS DE LINDOIA,2021-05-26,1a Dose,27
AGUAS DE SANTA BARBARA,2021-01-22,1a Dose,32
AGUAS DE SANTA BARBARA,2021-01-25,1a Dose,21
AGUAS DE SANTA BARBARA,2021-01-26,1a Dose,7
AGUAS DE SANTA BARBARA,2021-01-27,1a Dose,10
AGUAS DE SANTA BARBARA,2021-01-28,1a Dose,33
AGUAS DE SANTA BARBARA,2021-01-29,1a Dose,10
AGUAS DE SANTA BARBARA,2021-02-03,1a Dose,20
AGUAS DE SANTA BARBARA,2021-02-04,1a Dose,18
AGUAS DE SANTA BARBARA,2021-02-05,1a Dose,9
AGUAS DE SANTA BARBARA,2021-02-08,1a Dose,19
AGUAS DE SANTA BARBARA,2021-02-11,1a Dose,13
AGUAS DE SANTA BARBARA,2021-02-12,1a Dose,8
AGUAS DE SANTA BARBARA,2021-02-12,2a Dose,1
AGUAS DE SANTA BARBARA,2021-02-15,1a Dose,31
AGUAS DE SANTA BARBARA,2021-02-15,2a Dose,25
AGUAS DE SANTA BARBARA,2021-02-16,2a Dose,15
AGUAS DE SANTA BARBARA,2021-02-17,2a Dose,2
AGUAS DE SANTA BARBARA,2021-02-18,2a Dose,2
AGUAS DE SANTA BARBARA,2021-02-22,2a Dose,2
AGUAS DE SANTA BARBARA,2021-02-23,2a Dose,2
AGUAS DE SANTA BARBARA,2021-02-24,2a Dose,1
AGUAS DE SANTA BARBARA,2021-02-25,2a Dose,1
AGUAS DE SANTA BARBARA,2021-03-01,1a Dose,78
AGUAS DE SANTA BARBARA,2021-03-02,1a Dose,4
AGUAS DE SANTA BARBARA,2021-03-02,2a Dose,48
AGUAS DE SANTA BARBARA,2021-03-03,1a Dose,14
AGUAS DE SANTA BARBARA,2021-03-03,2a Dose,7
AGUAS DE SANTA BARBARA,2021-03-04,1a Dose,26
AGUAS DE SANTA BARBARA,2021-03-04,2a Dose,6
AGUAS DE SANTA BARBARA,2021-03-05,1a Dose,5
AGUAS DE SANTA BARBARA,2021-03-05,2a Dose,2
AGUAS DE SANTA BARBARA,2021-03-08,1a Dose,43
AGUAS DE SANTA BARBARA,2021-03-08,2a Dose,1
AGUAS DE SANTA BARBARA,2021-03-09,1a Dose,16
AGUAS DE SANTA BARBARA,2021-03-09,2a Dose,1
AGUAS DE SANTA BARBARA,2021-03-10,1a Dose,1
AGUAS DE SANTA BARBARA,2021-03-10,2a Dose,11
AGUAS DE SANTA BARBARA,2021-03-11,1a Dose,7
AGUAS DE SANTA BARBARA,2021-03-11,2a Dose,22
AGUAS DE SANTA BARBARA,2021-03-12,1a Dose,4
AGUAS DE SANTA BARBARA,2021-03-12,2a Dose,7
AGUAS DE SANTA BARBARA,2021-03-13,2a Dose,2
AGUAS DE SANTA BARBARA,2021-03-15,1a Dose,46
AGUAS DE SANTA BARBARA,2021-03-15,2a Dose,15
AGUAS DE SANTA BARBARA,2021-03-16,1a Dose,4
AGUAS DE SANTA BARBARA,2021-03-16,2a Dose,2
AGUAS DE SANTA BARBARA,2021-03-17,1a Dose,4
AGUAS DE SANTA BARBARA,2021-03-18,1a Dose,45
AGUAS DE SANTA BARBARA,2021-03-18,2a Dose,2
AGUAS DE SANTA BARBARA,2021-03-19,1a Dose,63
AGUAS DE SANTA BARBARA,2021-03-22,1a Dose,12
AGUAS DE SANTA BARBARA,2021-03-23,1a Dose,10
AGUAS DE SANTA BARBARA,2021-03-23,2a Dose,1
AGUAS DE SANTA BARBARA,2021-03-25,1a Dose,85
AGUAS DE SANTA BARBARA,2021-03-26,1a Dose,25
AGUAS DE SANTA BARBARA,2021-03-28,1a Dose,1
AGUAS DE SANTA BARBARA,2021-03-29,1a Dose,37
AGUAS DE SANTA BARBARA,2021-03-30,1a Dose,2
AGUAS DE SANTA BARBARA,2021-03-31,2a Dose,1
AGUAS DE SANTA BARBARA,2021-04-01,2a Dose,12
AGUAS DE SANTA BARBARA,2021-04-05,1a Dose,48
AGUAS DE SANTA BARBARA,2021-04-05,2a Dose,74
AGUAS DE SANTA BARBARA,2021-04-06,2a Dose,9
AGUAS DE SANTA BARBARA,2021-04-07,2a Dose,1
AGUAS DE SANTA BARBARA,2021-04-09,2a Dose,80
AGUAS DE SANTA BARBARA,2021-04-12,1a Dose,46
AGUAS DE SANTA BARBARA,2021-04-13,1a Dose,1
AGUAS DE SANTA BARBARA,2021-04-13,2a Dose,8
AGUAS DE SANTA BARBARA,2021-04-14,1a Dose,55
AGUAS DE SANTA BARBARA,2021-04-14,2a Dose,10
AGUAS DE SANTA BARBARA,2021-04-15,1a Dose,2
AGUAS DE SANTA BARBARA,2021-04-16,1a Dose,12
AGUAS DE SANTA BARBARA,2021-04-16,2a Dose,111
AGUAS DE SANTA BARBARA,2021-04-19,2a Dose,9
AGUAS DE SANTA BARBARA,2021-04-22,2a Dose,33
AGUAS DE SANTA BARBARA,2021-04-23,1a Dose,20
AGUAS DE SANTA BARBARA,2021-04-23,2a Dose,10
AGUAS DE SANTA BARBARA,2021-04-26,2a Dose,2
AGUAS DE SANTA BARBARA,2021-04-27,1a Dose,3
AGUAS DE SANTA BARBARA,2021-04-27,2a Dose,17
AGUAS DE SANTA BARBARA,2021-04-28,1a Dose,37
AGUAS DE SANTA BARBARA,2021-05-03,1a Dose,1
AGUAS DE SANTA BARBARA,2021-05-03,2a Dose,43
AGUAS DE SANTA BARBARA,2021-05-05,1a Dose,1
AGUAS DE SANTA BARBARA,2021-05-06,1a Dose,106
AGUAS DE SANTA BARBARA,2021-05-07,1a Dose,75
AGUAS DE SANTA BARBARA,2021-05-07,2a Dose,61
AGUAS DE SANTA BARBARA,2021-05-10,2a Dose,6
AGUAS DE SANTA BARBARA,2021-05-11,2a Dose,1
AGUAS DE SANTA BARBARA,2021-05-12,1a Dose,9
AGUAS DE SANTA BARBARA,2021-05-12,2a Dose,7
AGUAS DE SANTA BARBARA,2021-05-14,1a Dose,2
AGUAS DE SANTA BARBARA,2021-05-18,1a Dose,9
AGUAS DE SANTA BARBARA,2021-05-18,2a Dose,32
AGUAS DE SANTA BARBARA,2021-05-19,1a Dose,1
AGUAS DE SANTA BARBARA,2021-05-20,1a Dose,7
AGUAS DE SANTA BARBARA,2021-05-20,2a Dose,23
AGUAS DE SANTA BARBARA,2021-05-21,2a Dose,2
AGUAS DE SANTA BARBARA,2021-05-24,1a Dose,1
AGUAS DE SANTA BARBARA,2021-05-24,2a Dose,8
AGUAS DE SAO PEDRO,2021-01-22,1a Dose,25
AGUAS DE SAO PEDRO,2021-01-25,1a Dose,17
AGUAS DE SAO PEDRO,2021-01-26,1a Dose,29
AGUAS DE SAO PEDRO,2021-01-27,1a Dose,2
AGUAS DE SAO PEDRO,2021-01-28,1a Dose,18
AGUAS DE SAO PEDRO,2021-01-29,1a Dose,9
AGUAS DE SAO PEDRO,2021-02-01,1a Dose,12
AGUAS DE SAO PEDRO,2021-02-02,1a Dose,10
AGUAS DE SAO PEDRO,2021-02-06,1a Dose,61
AGUAS DE SAO PEDRO,2021-02-10,1a Dose,10
AGUAS DE SAO PEDRO,2021-02-11,1a Dose,18
AGUAS DE SAO PEDRO,2021-02-12,1a Dose,3
AGUAS DE SAO PEDRO,2021-02-12,2a Dose,22
AGUAS DE SAO PEDRO,2021-02-13,2a Dose,1
AGUAS DE SAO PEDRO,2021-02-15,2a Dose,2
AGUAS DE SAO PEDRO,2021-02-17,1a Dose,31
AGUAS DE SAO PEDRO,2021-02-17,2a Dose,20
AGUAS DE SAO PEDRO,2021-02-18,1a Dose,13
AGUAS DE SAO PEDRO,2021-02-18,2a Dose,16
AGUAS DE SAO PEDRO,2021-02-19,1a Dose,3
AGUAS DE SAO PEDRO,2021-02-19,2a Dose,6
AGUAS DE SAO PEDRO,2021-02-20,2a Dose,1
AGUAS DE SAO PEDRO,2021-02-22,1a Dose,15
AGUAS DE SAO PEDRO,2021-02-23,1a Dose,4
AGUAS DE SAO PEDRO,2021-02-23,2a Dose,1
AGUAS DE SAO PEDRO,2021-02-24,1a Dose,5
AGUAS DE SAO PEDRO,2021-02-24,2a Dose,1
AGUAS DE SAO PEDRO,2021-02-25,1a Dose,1
AGUAS DE SAO PEDRO,2021-02-25,2a Dose,1
AGUAS DE SAO PEDRO,2021-02-26,1a Dose,2
AGUAS DE SAO PEDRO,2021-02-26,2a Dose,1
AGUAS DE SAO PEDRO,2021-03-01,1a Dose,63
AGUAS DE SAO PEDRO,2021-03-01,2a Dose,1
AGUAS DE SAO PEDRO,2021-03-02,1a Dose,55
AGUAS DE SAO PEDRO,2021-03-02,2a Dose,3
AGUAS DE SAO PEDRO,2021-03-03,1a Dose,2
AGUAS DE SAO PEDRO,2021-03-04,1a Dose,1
AGUAS DE SAO PEDRO,2021-03-04,2a Dose,1
AGUAS DE SAO PEDRO,2021-03-06,1a Dose,9
AGUAS DE SAO PEDRO,2021-03-06,2a Dose,75
AGUAS DE SAO PEDRO,2021-03-08,2a Dose,2
AGUAS DE SAO PEDRO,2021-03-09,1a Dose,53
AGUAS DE SAO PEDRO,2021-03-09,2a Dose,6
AGUAS DE SAO PEDRO,2021-03-10,1a Dose,7
AGUAS DE SAO PEDRO,2021-03-10,2a Dose,24
AGUAS DE SAO PEDRO,2021-03-11,1a Dose,6
AGUAS DE SAO PEDRO,2021-03-11,2a Dose,4
AGUAS DE SAO PEDRO,2021-03-12,2a Dose,1
AGUAS DE SAO PEDRO,2021-03-16,1a Dose,60
AGUAS DE SAO PEDRO,2021-03-16,2a Dose,2
AGUAS DE SAO PEDRO,2021-03-17,1a Dose,5
AGUAS DE SAO PEDRO,2021-03-17,2a Dose,6
AGUAS DE SAO PEDRO,2021-03-18,1a Dose,3
AGUAS DE SAO PEDRO,2021-03-18,2a Dose,7
AGUAS DE SAO PEDRO,2021-03-19,1a Dose,5
AGUAS DE SAO PEDRO,2021-03-19,2a Dose,5
AGUAS DE SAO PEDRO,2021-03-20,1a Dose,109
AGUAS DE SAO PEDRO,2021-03-20,2a Dose,2
AGUAS DE SAO PEDRO,2021-03-22,1a Dose,13
AGUAS DE SAO PEDRO,2021-03-22,2a Dose,18
AGUAS DE SAO PEDRO,2021-03-23,1a Dose,8
AGUAS DE SAO PEDRO,2021-03-23,2a Dose,2
AGUAS DE SAO PEDRO,2021-03-25,1a Dose,68
AGUAS DE SAO PEDRO,2021-03-26,1a Dose,30
AGUAS DE SAO PEDRO,2021-03-26,2a Dose,1
AGUAS DE SAO PEDRO,2021-03-30,1a Dose,7
AGUAS DE SAO PEDRO,2021-03-30,2a Dose,43
AGUAS DE SAO PEDRO,2021-04-05,1a Dose,37
AGUAS DE SAO PEDRO,2021-04-05,2a Dose,3
AGUAS DE SAO PEDRO,2021-04-06,1a Dose,5
AGUAS DE SAO PEDRO,2021-04-06,2a Dose,62
AGUAS DE SAO PEDRO,2021-04-13,1a Dose,86
AGUAS DE SAO PEDRO,2021-04-13,2a Dose,69
AGUAS DE SAO PEDRO,2021-04-17,1a Dose,16
AGUAS DE SAO PEDRO,2021-04-17,2a Dose,125
AGUAS DE SAO PEDRO,2021-04-19,2a Dose,4
AGUAS DE SAO PEDRO,2021-04-20,1a Dose,102
AGUAS DE SAO PEDRO,2021-04-20,2a Dose,43
AGUAS DE SAO PEDRO,2021-04-22,1a Dose,16
AGUAS DE SAO PEDRO,2021-04-23,2a Dose,25
AGUAS DE SAO PEDRO,2021-04-27,2a Dose,3
AGUAS DE SAO PEDRO,2021-04-28,2a Dose,29
AGUAS DE SAO PEDRO,2021-04-29,1a Dose,15
AGUAS DE SAO PEDRO,2021-04-29,2a Dose,1
AGUAS DE SAO PEDRO,2021-05-05,1a Dose,38
AGUAS DE SAO PEDRO,2021-05-05,2a Dose,2
AGUAS DE SAO PEDRO,2021-05-06,1a Dose,60
AGUAS DE SAO PEDRO,2021-05-07,1a Dose,64
AGUAS DE SAO PEDRO,2021-05-10,2a Dose,83
AGUAS DE SAO PEDRO,2021-05-11,2a Dose,1
AGUAS DE SAO PEDRO,2021-05-14,1a Dose,52
AGUAS DE SAO PEDRO,2021-05-18,2a Dose,41
AGUAS DE SAO PEDRO,2021-05-19,1a Dose,110
AGUAS DE SAO PEDRO,2021-05-22,1a Dose,17
AGUAS DE SAO PEDRO,2021-05-22,2a Dose,159
AGUAS DE SAO PEDRO,2021-05-26,1a Dose,30
AGUDOS,2021-01-21,1a Dose,60
AGUDOS,2021-01-22,1a Dose,51
AGUDOS,2021-01-26,1a Dose,119
AGUDOS,2021-01-27,1a Dose,31
AGUDOS,2021-01-28,1a Dose,187
AGUDOS,2021-01-29,1a Dose,229
AGUDOS,2021-02-01,1a Dose,189
AGUDOS,2021-02-02,1a Dose,188
AGUDOS,2021-02-03,1a Dose,312
AGUDOS,2021-02-04,1a Dose,148
AGUDOS,2021-02-05,1a Dose,91
AGUDOS,2021-02-08,1a Dose,60
AGUDOS,2021-02-09,1a Dose,34
AGUDOS,2021-02-10,1a Dose,116
AGUDOS,2021-02-11,1a Dose,71
AGUDOS,2021-02-11,2a Dose,17
AGUDOS,2021-02-12,1a Dose,64
AGUDOS,2021-02-12,2a Dose,60
AGUDOS,2021-02-15,1a Dose,25
AGUDOS,2021-02-15,2a Dose,4
AGUDOS,2021-02-16,1a Dose,37
AGUDOS,2021-02-16,2a Dose,110
AGUDOS,2021-02-17,1a Dose,6
AGUDOS,2021-02-17,2a Dose,40
AGUDOS,2021-02-18,1a Dose,12
AGUDOS,2021-02-18,2a Dose,48
AGUDOS,2021-02-19,1a Dose,24
AGUDOS,2021-02-19,2a Dose,250
AGUDOS,2021-02-22,1a Dose,9
AGUDOS,2021-02-22,2a Dose,123
AGUDOS,2021-02-23,1a Dose,13
AGUDOS,2021-02-23,2a Dose,58
AGUDOS,2021-02-24,1a Dose,5
AGUDOS,2021-02-24,2a Dose,16
AGUDOS,2021-02-25,1a Dose,10
AGUDOS,2021-02-25,2a Dose,31
AGUDOS,2021-02-26,1a Dose,25
AGUDOS,2021-02-26,2a Dose,20
AGUDOS,2021-03-01,1a Dose,236
AGUDOS,2021-03-01,2a Dose,34
AGUDOS,2021-03-02,1a Dose,196
AGUDOS,2021-03-02,2a Dose,17
AGUDOS,2021-03-03,1a Dose,175
AGUDOS,2021-03-03,2a Dose,92
AGUDOS,2021-03-04,1a Dose,95
AGUDOS,2021-03-04,2a Dose,76
AGUDOS,2021-03-05,1a Dose,42
AGUDOS,2021-03-05,2a Dose,40
AGUDOS,2021-03-08,1a Dose,39
AGUDOS,2021-03-08,2a Dose,32
AGUDOS,2021-03-09,1a Dose,21
AGUDOS,2021-03-09,2a Dose,38
AGUDOS,2021-03-10,1a Dose,16
AGUDOS,2021-03-10,2a Dose,30
AGUDOS,2021-03-11,1a Dose,14
AGUDOS,2021-03-11,2a Dose,11
AGUDOS,2021-03-12,1a Dose,14
AGUDOS,2021-03-12,2a Dose,15
AGUDOS,2021-03-15,1a Dose,179
AGUDOS,2021-03-15,2a Dose,10
AGUDOS,2021-03-16,1a Dose,64
AGUDOS,2021-03-16,2a Dose,14
AGUDOS,2021-03-17,1a Dose,46
AGUDOS,2021-03-17,2a Dose,5
AGUDOS,2021-03-18,1a Dose,27
AGUDOS,2021-03-18,2a Dose,9
AGUDOS,2021-03-19,1a Dose,340
AGUDOS,2021-03-19,2a Dose,19
AGUDOS,2021-03-20,1a Dose,144
AGUDOS,2021-03-20,2a Dose,4
AGUDOS,2021-03-22,1a Dose,90
AGUDOS,2021-03-22,2a Dose,22
AGUDOS,2021-03-23,1a Dose,55
AGUDOS,2021-03-23,2a Dose,32
AGUDOS,2021-03-24,1a Dose,48
AGUDOS,2021-03-24,2a Dose,125
AGUDOS,2021-03-25,1a Dose,234
AGUDOS,2021-03-25,2a Dose,21
AGUDOS,2021-03-26,1a Dose,12
AGUDOS,2021-03-26,2a Dose,13
AGUDOS,2021-03-29,1a Dose,207
AGUDOS,2021-03-29,2a Dose,81
AGUDOS,2021-03-30,1a Dose,57
AGUDOS,2021-03-30,2a Dose,34
AGUDOS,2021-03-31,1a Dose,40
AGUDOS,2021-03-31,2a Dose,17
AGUDOS,2021-04-01,1a Dose,15
AGUDOS,2021-04-01,2a Dose,15
AGUDOS,2021-04-03,1a Dose,143
AGUDOS,2021-04-03,2a Dose,2
AGUDOS,2021-04-05,1a Dose,107
AGUDOS,2021-04-05,2a Dose,176
AGUDOS,2021-04-06,1a Dose,37
AGUDOS,2021-04-06,2a Dose,70
AGUDOS,2021-04-07,1a Dose,109
AGUDOS,2021-04-07,2a Dose,42
AGUDOS,2021-04-08,1a Dose,97
AGUDOS,2021-04-08,2a Dose,29
AGUDOS,2021-04-09,1a Dose,49
AGUDOS,2021-04-09,2a Dose,301
AGUDOS,2021-04-12,1a Dose,107
AGUDOS,2021-04-12,2a Dose,88
AGUDOS,2021-04-13,1a Dose,32
AGUDOS,2021-04-13,2a Dose,34
AGUDOS,2021-04-14,1a Dose,75
AGUDOS,2021-04-14,2a Dose,92
AGUDOS,2021-04-15,1a Dose,81
AGUDOS,2021-04-15,2a Dose,361
AGUDOS,2021-04-16,1a Dose,22
AGUDOS,2021-04-16,2a Dose,35
AGUDOS,2021-04-19,1a Dose,7
AGUDOS,2021-04-19,2a Dose,190
AGUDOS,2021-04-20,1a Dose,346
AGUDOS,2021-04-20,2a Dose,69
AGUDOS,2021-04-21,1a Dose,159
AGUDOS,2021-04-21,2a Dose,24
AGUDOS,2021-04-22,1a Dose,32
AGUDOS,2021-04-22,2a Dose,17
AGUDOS,2021-04-23,1a Dose,105
AGUDOS,2021-04-23,2a Dose,15
AGUDOS,2021-04-26,1a Dose,35
AGUDOS,2021-04-26,2a Dose,76
AGUDOS,2021-04-27,1a Dose,35
AGUDOS,2021-04-27,2a Dose,24
AGUDOS,2021-04-28,1a Dose,32
AGUDOS,2021-04-28,2a Dose,27
AGUDOS,2021-04-29,1a Dose,4
AGUDOS,2021-04-29,2a Dose,3
AGUDOS,2021-04-30,1a Dose,14
AGUDOS,2021-04-30,2a Dose,7
AGUDOS,2021-05-03,1a Dose,10
AGUDOS,2021-05-03,2a Dose,16
AGUDOS,2021-05-04,1a Dose,13
AGUDOS,2021-05-04,2a Dose,2
AGUDOS,2021-05-05,1a Dose,35
AGUDOS,2021-05-05,2a Dose,13
AGUDOS,2021-05-06,1a Dose,25
AGUDOS,2021-05-06,2a Dose,37
AGUDOS,2021-05-07,1a Dose,79
AGUDOS,2021-05-07,2a Dose,149
AGUDOS,2021-05-10,1a Dose,106
AGUDOS,2021-05-10,2a Dose,149
AGUDOS,2021-05-11,1a Dose,20
AGUDOS,2021-05-11,2a Dose,94
AGUDOS,2021-05-12,1a Dose,105
AGUDOS,2021-05-12,2a Dose,43
AGUDOS,2021-05-13,1a Dose,47
AGUDOS,2021-05-13,2a Dose,34
AGUDOS,2021-05-14,1a Dose,115
AGUDOS,2021-05-14,2a Dose,40
AGUDOS,2021-05-17,1a Dose,63
AGUDOS,2021-05-17,2a Dose,6
AGUDOS,2021-05-18,1a Dose,74
AGUDOS,2021-05-18,2a Dose,5
AGUDOS,2021-05-19,1a Dose,76
AGUDOS,2021-05-19,2a Dose,6
AGUDOS,2021-05-20,1a Dose,67
AGUDOS,2021-05-20,2a Dose,8
AGUDOS,2021-05-21,1a Dose,95
AGUDOS,2021-05-21,2a Dose,15
AGUDOS,2021-05-24,1a Dose,63
AGUDOS,2021-05-24,2a Dose,190
AGUDOS,2021-05-25,1a Dose,49
AGUDOS,2021-05-25,2a Dose,164
AGUDOS,2021-05-26,1a Dose,32
AGUDOS,2021-05-26,2a Dose,57
ALAMBARI,2021-01-20,1a Dose,7
ALAMBARI,2021-01-21,1a Dose,15
ALAMBARI,2021-01-22,1a Dose,8
ALAMBARI,2021-01-29,1a Dose,38
ALAMBARI,2021-02-08,1a Dose,10
ALAMBARI,2021-02-09,1a Dose,13
ALAMBARI,2021-02-10,1a Dose,16
ALAMBARI,2021-02-10,2a Dose,14
ALAMBARI,2021-02-11,1a Dose,10
ALAMBARI,2021-02-11,2a Dose,3
ALAMBARI,2021-02-12,1a Dose,14
ALAMBARI,2021-02-12,2a Dose,3
ALAMBARI,2021-02-15,1a Dose,3
ALAMBARI,2021-02-15,2a Dose,5
ALAMBARI,2021-02-16,1a Dose,24
ALAMBARI,2021-02-17,2a Dose,1
ALAMBARI,2021-02-18,1a Dose,3
ALAMBARI,2021-02-18,2a Dose,1
ALAMBARI,2021-02-19,2a Dose,6
ALAMBARI,2021-02-22,1a Dose,2
ALAMBARI,2021-02-23,1a Dose,2
ALAMBARI,2021-02-26,2a Dose,1
ALAMBARI,2021-03-01,1a Dose,24
ALAMBARI,2021-03-02,1a Dose,10
ALAMBARI,2021-03-02,2a Dose,5
ALAMBARI,2021-03-03,1a Dose,2
ALAMBARI,2021-03-03,2a Dose,14
ALAMBARI,2021-03-04,1a Dose,21
ALAMBARI,2021-03-04,2a Dose,9
ALAMBARI,2021-03-05,1a Dose,20
ALAMBARI,2021-03-05,2a Dose,2
ALAMBARI,2021-03-08,1a Dose,7
ALAMBARI,2021-03-08,2a Dose,3
ALAMBARI,2021-03-10,1a Dose,6
ALAMBARI,2021-03-10,2a Dose,15
ALAMBARI,2021-03-11,1a Dose,21
ALAMBARI,2021-03-15,1a Dose,21
ALAMBARI,2021-03-15,2a Dose,1
ALAMBARI,2021-03-16,1a Dose,18
ALAMBARI,2021-03-16,2a Dose,2
ALAMBARI,2021-03-18,1a Dose,24
ALAMBARI,2021-03-18,2a Dose,26
ALAMBARI,2021-03-22,1a Dose,42
ALAMBARI,2021-03-22,2a Dose,7
ALAMBARI,2021-03-23,1a Dose,20
ALAMBARI,2021-03-25,1a Dose,33
ALAMBARI,2021-03-25,2a Dose,1
ALAMBARI,2021-03-29,1a Dose,38
ALAMBARI,2021-03-30,1a Dose,30
ALAMBARI,2021-04-01,1a Dose,75
ALAMBARI,2021-04-01,2a Dose,2
ALAMBARI,2021-04-05,1a Dose,16
ALAMBARI,2021-04-05,2a Dose,14
ALAMBARI,2021-04-06,2a Dose,2
